SRR26276156	SRR26276159	SRR26276160	SRR26276161	SRR26276165	SRR26276171	SRR26276180	SRR26276190	SRR26276191	SRR26276192	SRR26276193	SRR26276195	SRR26276196	SRR26276198	SRR26276200	SRR26276201	SRR26276204	SRR26276206	SRR26276207	SRR26276208	SRR26276209	SRR26276210	SRR26276214	SRR26276215	SRR26276218	SRR26276219	SRR26276220	SRR26276221	SRR26276222	SRR26276223	SRR26276224	SRR26276225	SRR26276226	SRR26276230	SRR26276231	SRR26276232	SRR26276233	SRR26276234	SRR26276235	SRR26276236	SRR26276237	SRR26276238	SRR26276240	SRR26276241	SRR26276242	SRR26276244	SRR26276271	SRR26276277	SRR26276282	SRR26276286	SRR26276293	SRR26276295	SRR26276296	SRR26276297	SRR26276298	SRR26276299	SRR26276300	SRR26276302	SRR26276305	SRR26276309	SRR26276310	SRR26276317	SRR26276319	SRR26276331	SRR26276334	SRR26276343	SRR26276344	SRR26276348	SRR26276352	SRR26276355	SRR26276357	SRR26276358	SRR26276365	SRR26276366	SRR26276367	SRR26276368	SRR26276369	SRR26276371	SRR26276374	SRR26276375	SRR26276376	SRR26276377	SRR26276378	SRR26276379	SRR26276380	SRR26276382	SRR26276384	SRR26276385	SRR26276386	SRR26276387	SRR26276388	SRR26276389	SRR26276390	SRR26276391	SRR26276393	SRR26276394	SRR26276395	SRR26276396	SRR26276397	SRR26276398	SRR26276399	SRR26276400	SRR26276401	SRR26276402	SRR26276404	SRR26276405	SRR26276406	SRR26276407	SRR26276408	SRR26276409	SRR26276411	SRR26276412	SRR26276413	SRR26276415	SRR26276416	SRR26276417	SRR26276418	SRR26276419	SRR26276420	SRR26276421	SRR26276422	SRR26276423	SRR26276424	SRR26276426	SRR26276427	SRR26276428	SRR26276429	SRR26276430	SRR26276431	SRR26276432	SRR26276433	SRR26276434	SRR26276435	SRR26276437	SRR26276438	SRR26276440	SRR26276441	SRR26276442	SRR26276443	SRR26276444	SRR26276445	SRR26276446	SRR26276447	SRR26276448	SRR26276449	SRR26276450	SRR26276451	SRR26276453	SRR26276454	SRR26276455	SRR26276456	SRR26276457	SRR26276458	SRR26276459	SRR26276460	SRR26276461	SRR26276462	SRR26276464	SRR26276465	SRR26276466	SRR26276467	SRR26276468	SRR26276469	SRR26276470	SRR26276471	SRR26276472	SRR26276473	SRR26276475	SRR26276476	SRR26276477	SRR26276478	SRR26276479	SRR26276480	SRR26276481	SRR26276482	SRR26276483	SRR26276484	SRR26276565	SRR26276566	SRR26276568	SRR26276569	SRR26276570	SRR26276571	SRR26276572	SRR26276573	SRR26276574	SRR26276575	SRR26276576	SRR26276577	SRR26276578	SRR26276579	SRR26276581	SRR26276582	SRR26276583	SRR26276585	SRR26276586	SRR26276588	SRR26276590	SRR26276591	SRR26276592	SRR26276593	SRR26276594	SRR26276595	SRR26276596	SRR26276597	SRR26276598	SRR26276600	SRR26276601	SRR26276602	SRR26276603	SRR26276604	SRR26276605	SRR26276606	SRR26276607	SRR26276608	SRR26276609	SRR26276616	SRR26276628	SRR26276634	SRR26276635	SRR26276636	SRR26276639	SRR26276640	SRR26276643	SRR26276646	SRR26276647	SRR26276648	SRR26276650	SRR26276651	SRR26276652
0	0	0	0	0	0	2.1580012948007763e-4	3.0710012284004904e-4	0.0029396020577214413	4.869998052000779e-5	0	0	6.230001246000255e-5	0.008364301672860331	0	0	4.4099999999999995e-5	1.2119998788000129e-4	0	2.3919985648008612e-4	3.634001817000907e-4	0	0	0	0	0	0	0.0011906998809300122	0	0	5.584005025604527e-4	0	0	0	3.3800006760001374e-5	0.0029559008867702657	0.0016686999999999995	0.001942300971150485	7.415995550402666e-4	3.7060029648023723e-4	0	1.4590004377001316e-4	0	0.003469798612080554	0	0	0	0	4.329996536002772e-5	3.0000012000004794e-5	0	2.8900011560004606e-5	0	0.0011947001194700117	0	0	0	0	5.669994897004588e-5	0	0	0	0	0	2.022000404400082e-4	0	0	0	0	0	0	0	0	2.80200112080045e-4	0	1.9739992104003172e-4	0	0	2.2200013320007994e-5	7.900000790000078e-6	5.65000169500051e-5	2.0670008268003302e-4	8.254999174500078e-4	0	0	0	0	1.0210013273017245e-4	0.002746400274640028	0	0	0	0.0031948015974008013	0	0	1.3320002664000543e-4	0	2.214999778500022e-4	0	0	0.005494599450540053	0	3.10000031000003e-5	0	2.4400002440000252e-5	3.2209990337002896e-4	0	0	2.8700028700028712e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2399987040005176e-5	7.150007865008654e-5	0	2.1099993670001895e-5	0	2.865999713400026e-4	0	0	0	2.5999984400009325e-5	0	0	0	0	0	0	0	0	0	0	0	1.4900008940005357e-5	0	1.0559996832000945e-4	1.4600002920000587e-5	0	0.002161599567680087	0	0	0	0	0	0	0.0015683006273202503	3.1000000000000017e-6	0	0	1.730001211000848e-4	0	0	0	0	0	0	0	1.2519998748000122e-4	0	5.0200005020000495e-5	2.5899997410000253e-4	0	0	0	0	0	7.810003124001245e-5	2.1790000000000012e-4	0	0.005377998924400209	3.615003253502925e-4	0	0	0	0	4.7389990522001896e-4	0	0	0	0	3.8349996165000386e-4	0	0	0.006105103052551531	0	0	0	0	0	0	0.0017525	0.005532399999999995	7.656001531200313e-4	0	2.053998562201005e-4	4.0280036252032645e-4	0	0.0022811999999999993	0	0	0	3.091e-4	6.36999936300007e-5	0.0014484002896800571	0	0	0	0	4.429999557000043e-5	0	0	0	0	1.0349999999999997e-4	1.8570009285004632e-4	0.002959799112060266	0
0	0	0	0	0	7.920006336005077e-5	0	0	3.983002788101953e-4	0	0.0013750001375000141	0	0.0014912002982400607	0	2.3149986110008333e-4	0.0013486001348600122	3.8539999999999994e-4	0	0.004880800976160196	7.369995578002654e-5	0	0	0	0	0	3.220001610000804e-5	0	1.165999883400012e-4	0	0	3.2840029556026627e-4	0	0	0	0	0.00189090056727017	0	0	5.653996607602032e-4	0	1.615999353600259e-4	0.005477601643280494	0	0	0	5.851997659200935e-4	0	0	2.4979980016015996e-4	0	0	0	0	0	0	0	0	0	0	0	4.289999142000171e-5	0	0.0011376999999999997	0	0	2.543001525800915e-4	0	0.0010640003192000965	0	1.9920005976001783e-4	0	3.780000000000002e-5	4.7100051810056956e-5	0	0	0	0	5.991000599100061e-4	3.2760019656011795e-4	0	0	0	0	0	4.792999041400191e-4	0.0017689008844504412	0	2.9920038896050536e-4	0	0.0014699010289307187	0.0010364996890500945	0	0	0	0	0	0	0	0	0	6.170999382900061e-4	2.012001609601288e-4	0	0	0	3.8379988486003446e-4	0	0	0	0	0	0.0023806019044815257	0	0	1.617999514600145e-4	0.0015662009397205646	0	0	0	0	0	0	8.940006258004383e-5	0.02806761122704448	0	0	0	0.00168989831010169	0	0	0	0	0	0	2.9619982228010623e-4	0	0	8.579001715800356e-4	5.640002256000905e-5	0	0	0	0	0	0	0	0	6.280002512001008e-5	0	0.0017512003502400703	0	0	6.031994571204887e-4	0	0	0.002818300845490252	0	0	0	0	0	0	0	0	0	0	0	6.319998736000249e-5	3.378997634701656e-4	0	4.999999500000048e-5	0	3.03700030370003e-4	0	0	0	0	0	0	0	0	0	0	0.003381603043442736	0.03076089692391031	0	0	0	0	0	2.2860002286000217e-4	0	1.308000261600053e-4	0	0.0010382002076400412	0	0	0	5.071001014200202e-4	0	0.0011721000000000008	0	0	0.0048625000000000005	0	0.004567700913540186	0	0	0	0.0035922010776603245	0	0	0.0024438002443800235	0.0013319001331900126	0	3.451999654800038e-4	0	0	0	0	0.004091404909685895	0	4.6060009212001873e-4	0	8.839998232000348e-5	0	0	0.0013046006523003255	0.0014393995681801293	4.639000463900046e-4
0	0	0	0	0	0	0	0	0	2.4999990000004e-5	3.070000307000031e-5	0	0	0	0	1.1750001175000106e-4	1.2079999999999998e-4	0	0	0	0	0	0	0	0	0	0	0	0.004742001896800758	0	0	0	0	4.501000000000001e-4	0	8.880002664000797e-4	0	0	0	0	1.1469995412001838e-4	0	0	2.3849990460003806e-4	3.43999862400055e-4	1.0739995704001715e-4	0	0	0	3.860001544000617e-5	0	0	0.0010440001044000097	4.3510004351000425e-4	0	0	0	0	8.989991909007275e-5	0	0	0	0	0	2.4000004800000973e-5	0	1.5999990400005777e-6	0	0	2.5500007650002285e-5	0	0	0	4.120001648000662e-5	0	0	0	0	0	0	0	0	0	0	3.2399993520001294e-5	1.4490007245003615e-4	2.0499997950000216e-5	0	0	4.3200030240021126e-5	0	6.590001318000265e-5	0	5.283e-4	0	0	1.1699998830000109e-4	0	0	0	0	0	0	0	0	0	7.080004956003468e-5	0	1.2420012420012424e-4	0	0	1.8090014472011592e-4	0	0	0	0	0	0	0	0	0	0	0	4.1400016560006604e-5	0	0	1.7000018700020576e-5	5.091994908005093e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.359999064000095e-5	0	0	0	0	9.700002910000867e-6	0	0	1.3630005452002178e-4	0	1.8999990500004758e-6	0	0	2.7499989000004405e-5	0	0	0	0	0	2.1400010700005354e-5	2.6299997370000255e-5	0	0	0	0	0	0	0	0	0	1.1580000000000006e-4	7.159999284000065e-5	6.296998740600246e-4	0	0	0	6.140000614000062e-5	0	0	0	0	0	0	2.425999757400024e-4	0	3.39600135840054e-4	0	3.350001340000536e-5	0	0	1.9300000000000015e-5	0	0	0	0	1.0160002032000415e-4	0	6.06999575100297e-5	2.03600183240165e-4	0	0	0	2.5000002500000242e-5	0	8.319999999999999e-5	0	1.7090003418000676e-4	0	0	0	0	1.1499998850000113e-5	0	1.6420001642000168e-4	0	0	0	0	0	1.2410001241000123e-4
6.15999384000616e-5	0	0	0	0.013399706699853348	0	2.6810016086009647e-4	4.899001959600783e-4	0.004788003351602348	0.0012678994928402027	0.04380510438051045	6.12700183810055e-4	0	0.004434500886900176	2.655998406400956e-4	1.6000001600000144e-4	0	4.74999952500005e-4	0	8.429994942003036e-5	4.110002055001026e-5	0	0	0.006387800638780064	0.014607795617661314	1.2910006455003222e-4	2.6209994758001046e-4	0	0.0021138008455203377	0.00572889885422023	0.0031955028759525906	0	0.0012532997493400501	0.010764100000000002	0	1.1880003564001066e-4	0	0.04078682039341018	8.379994972003012e-5	4.7300037840030274e-5	0	6.682002004600603e-4	1.5399998460000161e-4	0.0035234985906005623	0	0.0015776993689202519	5.848002339200936e-4	6.362e-4	0.004110996711202633	2.554001021600408e-4	4.755002377501188e-4	0.007542603017041202	0.0012209001220900115	0	1.6480004944001487e-4	2.0000002000000214e-6	1.3459994616002162e-4	0.0014468007234003622	5.599994960004532e-6	0.0023911007173302162	7.099998580000282e-5	2.4400004880000955e-5	0	0	0	2.4740014844008905e-4	0	0	0.0020794008317603315	0.031093109327932782	0.0030601993879601224	0	0.0010711011782112954	9.553003821201534e-4	0	8.171996731201313e-4	3.3399996660000315e-5	4.0480004048000414e-4	0.002728501637100982	1.517000151700015e-4	0	0.0017929007171602863	0	2.478998760500619e-4	2.429999514000097e-4	0.007124503562251777	0.006034499396550063	0.005877807641149927	0.002405500240550025	3.5030024521017124e-4	7.299997810000665e-5	6.296001259200253e-4	0.01687050843525423	7.444000000000001e-4	4.0649991870001623e-4	6.396001279200261e-4	4.925999507400046e-4	6.206999379300062e-4	0.09712179999999998	0	8.649999135000084e-5	7.942006353605086e-4	8.950000895000086e-5	0	0	1.6789994963001509e-4	0	0	0	0.010485296854410945	0	0	0.007748196125901935	0	0.0019167994249601717	0	0.0010416003124800925	0.05094261018852206	0	0.01281249999999999	3.429998971000307e-4	0	0.0033461023422716404	1.509000603600241e-4	0.006174701852410557	1.2499995000002e-4	0	1.1959988040011962e-4	0.0014784995564501328	0.0031348	4.062999593700036e-4	0.008846097346170794	4.754999999999998e-4	0.005468197812720873	3.016998189801082e-4	0.014574701457470142	2.800001400000696e-6	2.4950004990001033e-4	0	1.8679996264000742e-4	0.0014970013473012132	0.03567260713452142	0.019676596064680796	0.021871395625720876	0.002184100873640349	0.0019850001985000205	0.0017622010573206334	0	0.003255799023260292	1.3300002660000534e-5	8.474999152500086e-4	0.019934496013100805	0.0016671984995213509	0.002964802075361453	0.003312198675120532	0	0.0013064001306400128	8.670998265800351e-4	0.009035703614281443	4.1200000000000026e-5	0.03615738192130906	0	1.940001358000951e-5	0.011510095395961846	0.041298804129880406	0	0	0.0036978992604201457	7.719994596003784e-5	7.39600369800185e-4	7.989999201000078e-5	0.0013560995931701217	0	0	1.382000138200014e-4	0	5.095998471200458e-4	4.669996731002286e-5	9.059999094000086e-5	1.5270006108002434e-4	8.363000000000004e-4	0.0024526997547300224	0.0021405995718800836	0.04063563657207288	0	0.0041473987557803715	0.00027360002736000276	1.2920001292000127e-4	0.0037035992592801483	4.0099975940014425e-4	1.225000122500012e-4	0	0.003613500722700146	5.409999459000054e-5	0.003232000646400128	0.001590800636320253	0	7.227002890801157e-4	0.0012869002573800512	0.0010333997933200407	7.570000000000005e-5	0.02824011129604451	5.236001570800475e-4	0	0	2.4100004820000982e-5	0.007987102396130721	0	0	0	0.015330499999999995	0.045936095406390466	3.470000347000033e-5	0.03557000355700034	1.36e-5	0	0	0	0.006991402097420627	5.804998258500521e-4	3.750004500005403e-5	0.0010990998900900107	5.106001021200207e-4	7.682000768200078e-4	0	2.6739986630006687e-4	8.932999999999998e-4	5.57000278500139e-5	3.519998944000315e-4	5.904000590400059e-4
0	0	6.369998726000252e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9129994174001157e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.537001061100316e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.6999953000047e-5	0	0	0	0	0.013733610986888802	5.681003408602044e-4	0	0.0024989017492312252	0	0.0015212001521200155	0	0	0	0	0.041131304113130374	0.0046665	0	0	0.0036721977966813223	0.016326508163254073	0	5.66000113200023e-5	0.0012904001290400128	0	0	0	0.036518496348150374	0	0	0.013666212299591078	0	0	0	0	0.030426009127802734	0	0	0.008939294636423213	0	0.008759196496321404	3.910001173000353e-5	0	0.002900698839720463	0	0	0.002675701070280428	0	0.001128999096800723	0	0.003349401674700837	0	0	0	0.011044103313230996	0	0	0	0	0.03170100951030287	0.013340897331820529	0	0	0.003240899027730291	0	0	0	9.459002837700858e-4	0	0	0	0	0	0	0.0067233	0	4.3619995638000407e-4	0	0.001594200956520574	0.0013633001363300135	0.0033957010187103064	0	0	0	1.2239997552000487e-4	0	0	0.007545309808902744	0	0	0	0	0	0	0	0	0	0.0100760989923901	0	0	0.0027727997227200273	0.00371710297368238	1.3390001339000132e-4	0	0	0	0	0	0	0	0	0.006022404817923859	0	0	0.010369996889000928	0.002343901406340845	0	0	0	0	0	8.119996752001299e-5	0	0	0	0	0.008143908958299856	0.0028716971283028717	0.010535696839290945	0	0	0	0.009962599999999997	0.0010780995687601723	0.04511237293257618	0	0.002063001031500513	0	0	0.009977298004540397	0	0	0	0	0	0	0	0	0	0	0	0	0.0016751984923213574	0.033349623344736345	0.005011997995200804	1.744000523200156e-4	0.004207800420780041	0.011490297701940466	0.037821415128566044	0	0	0	0.03136882195817538	0	0	0	0	0	0.0467091673035829	0	0	0	0	0	0	0.013870205548082215	0	0	0	0.0022984009193603664	0.0033341000000000017	0	0	0.007042906338615699	0.013893598610640137	0.013278696016391192	0	4.2500004250000427e-5	0	0	0	0	0	0.015677198432280156	0	0.0035388014155205627	0	0	0	0.007689098462180303	0.020493900000000013	0	0	0	0.02263609999999998	2.4490004898001e-4	0	0.014331489967957012	0	0	0	0	0	0.07621500762150073	0.0018969	0	0	0	0	0	0	0.019518698048130192	0	0	0	0	0	0	0	0.020861702086170206
0	2.9879991036002704e-4	0	0	1.7080008540004267e-4	6.244004995204002e-4	6.08700365220219e-4	0	0	0.003333798666480533	4.770000477000048e-5	0	7.897001579400322e-4	0	7.926995243802853e-4	0	2.5799999999999994e-5	0	0	0	0	0	1.1960002392000486e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.90400632320506e-4	1.1709995316001877e-4	0	0	0.002330499067800372	0.0020035991985603205	2.1929991228003505e-4	0	0	0.0018969984824012147	6.255002502001e-4	0.0011707005853502925	0	3.0100003010000282e-5	0	2.670000801000241e-5	0	0	0	6.645994018605379e-4	0	0	2.1580004316000846e-4	0	0	0	2.829001697401018e-4	0.0016877989873206093	8.60000258000078e-5	0	0	7.519998496000301e-5	0	0	0	0	0	0	0	0	2.6090002609000255e-4	0	0	0	5.949997025001487e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6899981170013192e-5	0	0	0	2.933997652801881e-4	0.0010792001079200112	0	5.100003570002498e-6	0	3.918003918003919e-4	0	0.0013520994591602162	0	0	0	0	0	0	0	0	0	0	0	0	6.19500247800099e-4	0	0	0	4.949995050004951e-5	0	2.1080000000000006e-4	0	0	0	0	0	0	0	5.9800011960002484e-5	0	1.1109997778000443e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	4.904003432802404e-4	0	2.002000600600179e-4	1.3890001389000136e-4	1.0399997920000421e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	6.541998037400587e-4	0	0	2.9700002970000297e-5	9.88600395440158e-4	0	0	0	4.088001635200652e-4	0	3.5359996464000325e-4	1.6029996794000625e-4	0	2.99999970000003e-5	0	0	0	0	0	0	0	2.514000502800102e-4	0	0	1.5440006176002457e-4	0	8.100003240001297e-6	0	0	5.2200000000000036e-5	0	0	1.161e-4	0	0	0	0	0	4.2380012714003824e-4	0	0	0	0	2.511e-4	0	6.660001332000263e-4	0	0	0.0011217996634601008	3.2160038592046335e-4	0	4.523000904600184e-4	0	2.235999552800088e-4	0	1.2529999999999996e-4	0	0	0
0	0	0	0	0	3.7000029600023716e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7699996230000376e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.97700059770006e-4	0	0	0	1.9259998074000196e-4	0	0	0	0	0	0	0	0	0	0	3.3219980068011936e-4	0	0	0	0	0	0	0	0	0	3.0629975496019614e-4	0	0	0	0	0	0	0	0	0	0	3.1190009357002824e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9e-6	0	0	0	3.200001920001152e-5	0	0	0	0	0	7.799998440000312e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9900034930024435e-5	0	0	0	0	9.16000732800587e-5	0	0	0	0	3.142000942600279e-4	0	0	0	0	2.756998897200441e-4	0	0	0	0	9.490010439011487e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.640001728000348e-5	0	0	0	0	0	0	0	0	0	0	5.615997192001406e-4	0	1.6000011200007843e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.340000000000002e-5	0	0	0	0	0	0	0	0	0	0	0	0	2.3399997660000234e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.550000710000143e-5	0	0	0	0	0	0	0	0	2.3699997630000245e-5	0	0	0	0	0	0	0	0	4.599999999999999e-6	0	0	0	1.665999333600267e-4	0	4.7769995223000497e-4	0	0	0	0	0	2.77999777600178e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.260000652000132e-4	0	0	0	0	0	0	0	5.900006490007135e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3610001361000142e-4	1.5270010689007467e-4	0	0	0	2.521e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006793500679350067	0	0	0	0	0	0	0	0	0	0	0	3.3000013200005297e-6	0	1.5990003198000644e-4	0	0	0	6.930004851003396e-4	0	0	0	0	2.2610009044003612e-4	1.0080000000000006e-4	1.5839992080003966e-4	0	0	0	0	0	0	0	0	1.1100005550002778e-5	0	0	0	0	0	0	0	0	0	0	0	0	4.039999192000158e-5	8.140007326006586e-5	0	0	0	0	1.301999739600052e-4	0	0	0	0	0	4.1790008358001657e-4	0	0	2.9000011600004643e-4	0	0	8.080000000000007e-5	0	0	0	0	2.061000412200084e-4	0	0	2.48000223200201e-5	0	0	0	0	4.8240004824000456e-4	0	0	0	0	6.150001845000551e-5	0	0	0	0	0	1.2099997580000474e-5	0	0	0	0	0
0	0	5.999998800000237e-6	0	0	0	7.470004482002688e-5	0	0	0	0	0	0	3.470000694000137e-5	0	0	0	0	0	0	0	6.500003250001629e-6	0	0	0	0	0	0	0	1.2109997578000485e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1130005565002785e-4	0	0	5.599998880000222e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.939999706000028e-5	0	0	0	0	0	0	7.300005110003569e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3499992950002115e-5	1.3900009730006809e-4	2.4299995140000954e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.944004160802913e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.002002701802433e-4	0	0	0	0	1.4600001460000148e-5	3.2000019200011507e-6	0	0	0	0	0	0	1.6880011816008272e-4	0	0	0	0	1.728000691200276e-4	0	0	0	0	0	0	0	0	0	0	0	2.0269997973000197e-4	0	0	0	0	0	0	0	0	0	0	0	2.6199994760001024e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2250004900001961e-4	0	0	0	0	0	2.795e-4	2.259999999999998e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.819997054000882e-5	1.01400010140001e-4
0	0	0	0	0	0	0	0	0	0	1.5990001599000162e-4	0	0	0	0.0034551979268812438	0	0	0	0	0	5.750002875001436e-4	0	0	0	0	0	0	0	0.004212801685120672	0	0	0	0	0	0	0	0	0	0	1.7290013832011068e-4	0	0	0	2.874998850000459e-4	0	0	0	0	0	0	0	0	0	0.001330000133000013	0	0	0	2.9200014600007308e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.529998588000567e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1849997815000217e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7290008187002423e-4	0	0	0	0	0	0	0	0	0	0	0.0010195989804010197	0	0	0	0	0	0	0	2.351000235100023e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6230006492002589e-4	0	0	0	0	0	0	2.3210002321000236e-4	0.0011512001151200114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002495499750450027	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6480001648000166e-4
0	0	0	0	0	0	0	0	0	9.839996064001573e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.110001622000317e-5	0	0	0	0	0	0	0	1.6800005040001502e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27999854400029e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1490017192013757e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.099998360000655e-6	0	0	0	0	2.9220032142035366e-4	3.929996070003931e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.280002512001003e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.779999522000048e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0389999999999994e-4	0	0	0	0	0	0	0	0	0	1.3979997204000558e-4	4.5869995413000473e-4	0	0	2.636002372402137e-4	0	0	0	0	0	0	0	0	5.617004493603595e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.023996985601813e-4	0.0014782004434601343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.06100634270443e-4	0	0	0	0	0	1.8160003632000738e-4	0	0	0	0	0	0	0	0	2.89600028960003e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2300002230000222e-5	0	0	0	0	0	0	0	8.784000000000005e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.860000858000258e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.501999699600059e-4	0	0	0	0	0
